userName,score,content,thumbsUpCount,at,replyContent,reviewId
Diário Das Blacks Oficial,5,É muito educativo,0,2020-07-16 20:30:02,Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,0318113d-e498-4a1a-befd-abdfe92fda2c
maryna rodrigues,5,È muito bom,0,2020-07-15 23:58:12,Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,a921d443-94f2-40f2-a71f-487e0e8db58f
Francelli Faria,5,"Maravilhoso!!ajuda muito, e as crianças amam ficar marcando cada tarefa realizada.",0,2020-07-15 13:29:18,Olá Francelli. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,b33b4c33-0999-4bdf-a47c-33b4d7f90eb4
Sonia Maria,5,Muito bom sérvio muito pra mim,0,2020-07-15 05:46:30,Olá Sonia. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,df35c5a5-d419-45d4-be14-3406fd3b5833
Iasmin Lopes,5,Me ajuda muito a organizar minha rotina.,0,2020-07-14 22:58:25,Olá Iasmin. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,7ab879b7-b432-4ee9-8745-343aa66f15f3
Caroline Araújo,5,"Recomendo para todas as famílias. É excelente, auxilia muito a criar um roteiro para criar bons hábitos, uma rotina saudável e organizada. Eu não tenho filhos autistas, mas eu mesma tenho muita dificuldade com disciplina. Parabéns e gratidão a esta mãe que teve essa ideia maravilhosa. Me ajudou enormemente, o aplicativo é perfeito.",44,2020-07-14 21:07:42,Olá Caroline. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho. Estamos trabalhando focados para melhorar o Rotina Divertida e as ideias e sugestões para melhorar o aplicativo sempre são bem vindas.,90eb79c0-7ffd-4d74-8544-8b43fca4d6fe
Munique Ishida,5,Muito bom,0,2020-07-14 16:47:55,Olá Munique. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,1a1db634-925d-4ce6-994c-dc6ba0207699
laylla lay,1,Quando coloquei o meu e-mail não entrava ficava falando que tava errado sendo que estava certo.E aconteceu a mesma coisa com o código não entrava.,0,2020-07-14 14:23:15,"Laylla, obrigado pelo retorno. Você já havia se cadastrado anteriormente e estava tentando fazer o login novamente ou é o primeiro acesso?",072c9922-e6cd-4b64-be5b-7b4f26bb670d
Gihh Belga,1,Horrível fui entrar em pecs não deu para voltar não consegui editar a rotina novamente horrível pior experiência que tive em um app se melhorar e atualizar eu volto se não atualizar foi a primeira e a última vez que eu uso o app ainda para sair de pecs tive que desinstalar o app instalar de novo e quando instalei de novo foi normal depois ele entrou sozinho em pecs,1,2020-07-09 15:25:39,"Olá tudo Gigi tudo bem? Veja se está configurado no admin para ele iniciar na PECS. Vá  no Admin, menu, configurações e tem a opção iniciar com: Tela inicial, PECS. Se estiver em PECS mude para Tela inicial. Qualquer dúvida nos envie um email. Obrigado.",d32ef0b9-db4c-4ef2-8078-ce935cbb0730
Roseane Silva,5,E muito bom,0,2020-07-09 14:00:52,Olá Pamela. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,6c213204-2766-4b8c-9d29-d9b76622ef01
Renata Murbach,2,A intenção do App é ótima mas tem um defeito de quando entro na opção( home ) não consigo sair dela então não consigo criar as rotinas nem nada... mas adorei este app talvez seja pq não sei utiliza lo direitos se poderem me ajudar seria grata,3,2020-07-06 22:33:57,Olá tudo bem Renata. Para sair do admin tem que ter um dependente cadastrado e depois tocar no botão Home que fica no rodapé do lado direito. Qualquer dúvida nos envie um email. Obrigado,56097e8d-6abc-49e7-839d-32f55f156808
Jamily Samira,5,Do nota 1000 Por que minhas filhas ficam muito empolgada.,0,2020-07-06 11:20:30,Olá Jamily. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,064ac0a3-c6f7-4d9a-b005-04af66d081b9
Viviane Ferreira,3,"Achei a ideia maravilhosa, mas depois de configurar não consegui mais entrar no ADM.. ficou desligando meu celular. Aí não pude adicionar mais rotinas.... Se arrumarem isso ficará perfeito.",0,2020-07-04 14:33:35,Olá Viviane tudo bem? Consegue fazer um teste de desinstalar e instalar novamente?,ac5bf459-f415-4eac-8430-f0405cdf18cc
Duda kawaii,5,Denada o app melhorol muitoooo😀❤,0,2020-06-29 20:48:25,Que maravilha Liana! Se precisar de ajuda nos avise. Obrigado pela avaliação.,ddbf7e7a-4574-4ccf-ad90-3177866e5b81
Fernanda Rosa,5,Muito bom,0,2020-06-29 07:54:57,Olá Fernanda. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,c1136085-9dfb-4cef-b73f-14dc0c5aac38
Jk Silva,4,Amei,0,2020-06-25 15:34:25,,ba47422a-2a41-41f0-b2ac-f35f14e38f65
Juu,5,É bom,0,2020-06-25 01:54:11,,c5669bdd-cf9e-4507-aa3b-ba1cb3434409
Victor Reis,1,"Quando edita a tarefa, mesmo selecionando 9pm salva 9am",0,2020-06-23 13:19:05,"Boa noite Victor. Foi publicada uma atualização no aplicativo com a correção. Poderia validar se está ok, por favor? A avaliação positiva nos ajuda com a divulgação do nosso trabalho e a sua ajuda é muito importante para nos. Obrigado.",9e4a9d9d-45ab-4040-8c38-09d8eb2c273b
Evelyne Somogyi,2,"Ideia genial mas o App tem vários bugs na edição das tarefas. Muda o am e pm sozinho, não abre todos os dias da semana, não permite editar a tarefa.",17,2020-06-23 05:08:02,Bom dia Evelyne. Que pena que não esteja tendo uma boa experiência. Vou te auxiliar para resolvermos o problema. Envie um e-mail para phaneronsoft@gmail.com com os problemas encontrados e te daremos suporte através do e-mail. Obrigado,e4f033d5-0c69-46a0-87c7-0ad6820accf2
Lara Priscilla,1,Tenho impressao que vao roubar dados! Nao quero mais,0,2020-06-17 19:33:16,Olá Lara. Seguimos todas as políticas de proteção de dados exigidas pelo Google  e nosso app não registra nenhum dado sensível do usuário. Se tiver alguma dúvida nos envie um email. Obrigado.,dfd30790-cac5-4d91-9344-8bf4e73969da
Dayse Luci,5,Adorei,0,2020-06-17 15:07:16,Olá Dayse. Ficamos felizes em saber que estamos ajudando. Muito obrigado pela avaliação ela ajuda muito na divulgação do nosso trabalho.,206446c0-e1be-4624-9bee-b3eb34af76d2
agatha correia,5,É muito bom porque vc coloca a seu horário certo para tudo. So eu acho que tinha que ter mais opções. Mas eu ameiiiiii,0,2020-06-17 02:38:28,"Ficamos felizes em saber que você está gostando do aplicativo e que ele está te ajudando a organizar sua rotina. Agradecemos também pela sugestão de adicionar mais opções, estamos sempre trabalhando para melhorar o app e levar em consideração as sugestões dos usuários. Obrigado pelo feedback!",c3c06c9a-a655-435b-a84f-f529226ec44c
ᴋ ɪ ʀ ᴀ,5,Ruim agr tenho uma rotina chata,0,2020-06-16 17:23:20,,f7b725ba-4baa-4f74-87bc-f4b12b82058c
IVAMAR XIMENES VIANA,5,Estou iniciando a utilização e está sendo uma boa experiência,0,2020-06-16 06:00:37,,725c9a34-95f8-4875-9471-8a93c528775b
Leila Souza,1,Não baixem não avisa quando e a hora de fazer as coisas e ainda por que coloca a hora se não avisa,0,2020-06-15 14:45:18,"Bom dia Leila. Que pena que não teve uma boa experiência com nosso app. Estamos trabalhando para corrigir quaisquer problemas. Você ativou a opção de lembrete de tarefas? Ela pode ser ativada na home do app ou em configurações do Admin. Se tiver alguma dúvida, entre em contato conosco pelo email contato@rotinadivertida.com.br.",50259eaa-9bc3-4ca4-811c-42aee25002c4
Anderson Monteiro,5,"Muito bom o app, minha filha tá amando cumprir as tarefas.",0,2020-06-14 13:11:32,,76c584e6-2914-48c1-8a49-868db5713dc8
Maria Eduarda,1,"Não gostei de nada pois eu nem consegui entra no App. Bom se você dizer que gosta do aplicativo ou você tá suando com a minha cara ou você tá puxando o saco do App .isso aqui é a minha nota para voce e para o jogo 👎😡qual é a senha ? comenta aí ,porque eu nao sei .😠",1,2020-06-12 18:12:12,"Olá Maria, tudo bem? Existem 3 formas de fazer o cadastro no app: usando a conta do Facebook, Google ou criando com email e senha. Para fazer o cadastro usando email tem que clicar no botão ""Não tem conta? CADASTRAR"" que fica logo abaixo do botão laranja ""Entrar"" Se não estiver mostrando use o scroll na tela. Se tive dúvida nos envie um email. Att.",1684441f-6d6d-4189-b31b-b77d2261f446
Bruh Bruh,5,Muito bom,0,2020-06-10 16:22:18,,62fa2dd6-8f50-42b7-932a-e086d90751e4
Alexandra Ribeiro,5,Muito bom! Parabéns!,0,2020-06-08 22:57:00,,41804910-4b70-49c9-815b-319d8da886c9
Leticia Caiene,5,Muito divertido,0,2020-06-05 05:13:48,,16c1aff2-1cd8-426e-830c-a245421dae7f
Gaby Moraes,5,Bom de+ instalei dois aplicativos e esse foi o mais útil que eu encontrei MINHA OPINIÃO.,0,2020-06-05 02:48:07,,0cc4310a-7753-41ed-bb9b-4a6fbfa41cc9
Taiani Missel,5,Muito bom.,0,2020-06-03 15:47:38,,1c5ad974-a18d-4db6-85a9-a3ae88b6a95d
Jeany Porto,3,O aplicativo é meio ruim e bom ao mesmo tempo porque toda hora eu tenho que instalar e desinstalar porque eu quero criar uma tarefa mais não tem como não aparece criar tarefa aí umas vezes aparece depois desaparece.,9,2020-06-01 11:52:08,"Olá Jeany, para criar, editar e configurar o horário das tarefas, basta você acessar área de controle de pais (admin). Ao acessar o app, na lista de dependentes da tela inicial tem o menu no rodapé ""Admin"". Toque e vai abrir um modal. Insira a informação solicitada e poderá gerenciar app. Se tiver alguma dúvida, favor responder este e-mail",bccd5524-7167-4d00-8690-f586be480513
Andreia Barra Eulaio,3,O alarme não toca na hora das tarefas. Será que estou fazendo alguma coisa errada? Ou é assim mesmo?,4,2020-05-27 14:23:44,Olá Andreia. Você marcou a opção de alertar as tarefas no horário? Isso é feito na home dos dependentes ou no admin em configurações?,9d9214c0-57c1-43ee-a98a-10c2b6a58c5e
María Peres,5,muito obrigado por ter né ajudado,0,2020-05-26 23:03:19,"Olá María! Gerencie as rotinas abrindo o app e tocando no botão Admin. Toque na opção Criar Tarefas e crie uma tarefa. volte para o menu e toque em Gerenciar Rotina. Selecione um dependente. Toque no botão (+) e configure a tarefa. Feito isso, a tarefa vai estar disponível. Se tiver mais dúvidas, envie email para phaneronsoft@gmail.com. Obrigado",8890a235-1a66-4b8b-a16f-b13a724b2bfb
Sandra Santos do nascimento,5,Maravilhoso.. PARABÉNS! AMEI muito..,0,2020-05-26 11:03:58,,96b7add3-880c-41b9-b1fe-bb3c738844b3
Francilene Candido,4,Gostaria de acrescentar uma atividade diferente das opções do app.,2,2020-05-26 11:00:39,"Olá Francillene tudo bem? Para adicionar uma nova atividade (nos chamamos de tarefa no app) Abrindo o app toque no botão Admin. Depois toque no botão Criar Tarefas. Depois de criar uma tarefa vá em Gerenciar Rotina, com o dependente selecionado clique no botão laranja + sua nova tarefa vai estar disponivel. Se tiver duvida envie um email. Obrigado",bf363538-5b50-473d-9c94-61c73d634651
Daniele Teixeira,5,"Amei, é ótimo! Podem instalar não irão se arepender!",0,2020-05-25 18:10:20,,b8f8084d-9c54-4aff-98ec-6fb32fafb45d
Ivy B.,5,"Ótimo aplicativo para criar rotinas e hábitos para toda a família, era oque eu estava procurando. Fácil de usar e divertido para as crianças 😍",24,2020-05-24 19:04:25,"Ficamos tão felizes em ouvir isso! Nosso objetivo é justamente oferecer uma ferramenta que facilite a organização da rotina familiar, sendo ao mesmo tempo atrativa para as crianças. Agradecemos muito pelo seu feedback e esperamos que continue aproveitando todas as funcionalidades do aplicativo. Obrigado por escolher nosso produto! 😊💕",c3cf658c-39ac-472b-b633-8e0273583ac4
Sabrina Melo,5,Muito bom o app,0,2020-05-24 16:17:46,,0d61ae11-9aae-47a0-96f1-856f75ab1d91
Jeane Pereira,5,Muito prático,0,2020-05-24 13:10:06,,1f2f6d47-37da-4692-b667-1e11bbb899c4
STEFFANY SILVA,5,Muito bomm,0,2020-05-24 00:57:24,,57b9f512-6640-489f-b056-b96705b0c7c1
Josimary de Souza,5,Excelente!,0,2020-05-22 22:09:42,,40a7ef1a-9377-4d00-99c1-26cb5cf543bb
Melissa Dias,5,Maravilhoso,0,2020-05-18 15:30:32,,e6cd13ba-1689-4bac-8b3d-52aaacdc02eb
Ana Claudia da Costa Menezes,5,Sensacional,0,2020-05-18 00:18:48,,8d2260e6-7db4-4629-90b7-420e0f4084eb
Joseane Santiago,5,O App ajuda a criança a se manter motivada e a visualizar sua rotina. Adorei!,2,2020-05-15 17:21:58,Que bom que você gostou! Nosso objetivo é justamente auxiliar as crianças a entenderem e se motivarem com suas rotinas diárias. Ficamos muito contentes em saber que estamos atingindo essa meta. Muito obrigado pelo seu feedback e continue aproveitando o aplicativo! 😊🌟👧🏻👦🏻,c9119713-55d0-44a6-a2bc-e9793393a665
Juliete Bitencourt,1,"Não funciona com mais de um dependente, as rotinas não são gravadas.",2,2020-05-15 11:36:20,Olá Juliete tudo bem? Fizemos varias melhorias no aplicativo consegue nos ajudar testando a nova versão? A avaliação positiva nos ajuda com a divulgação do nosso trabalho e a sua ajuda é muito importante para nos. Obrigado.,33d1ba2e-85e6-4ed8-ab06-b114519e3579
Fabiana Santos,5,Adorei foi um grande exemplo pro meu filho autista,0,2020-05-15 02:24:12,,8fdd6196-52f3-4b15-94ec-4d68d3bdabe2
Yzabelly Julia,1,Chatoh,0,2020-05-14 01:34:49,"Olá Yzabelly, poderia nos dar um feedback sobre o que não gostou no app? Sua opinião é muito importante para que possamos melhorar.",ee5f783f-ca25-431a-b279-a28719ea8f6c
M4y4 __,1,"Aplicativo totalmente enganoso. Sempre que vou nos ícones admin e o outro que eu esqueci, meu celular reinicia e não consigo fazer nada.",5,2020-05-13 05:53:46,Olá tudo bem? Fizemos varias melhorias no aplicativo consegue nos ajudar testando a nova versão? A avaliação positiva nos ajuda com a divulgação do nosso trabalho e a sua ajuda é muito importante para nos. Obrigado.,1e6984b8-4db8-4bab-a96c-df0d4402208a
Ricardo Neto,5,Muito bom o App:),0,2020-05-13 03:12:27,,7e18e339-4bf8-496b-8ffe-3b11a48667a0
manuella Araujo,1,quanto eu entro no App ele não entra para cadastra ele fica preto,0,2020-05-12 12:35:57,Olá Manuella tudo bem. Muito obrigado por reportar a falha. Consegue me informar em qual momento o erro ocorre? Conseguiu pelo menos efetuar o cadastro no aplicativo? Nos encaminhe um email com mais detalhes da falha para que a gente consiga corrigir o defeito. Muito obrigado.,a55b98ec-ffdf-4564-b726-105ea21849e7
Só Diversão,2,O aplicativo está cheio de problemas. Ele está se multiplicando as tarefas. Você precisa excluir o tempo todo as repetições e mesmo assim elas sempre retornam. Você faz um gerenciamento de tarefa e depois ela se multiplica sozinha...... Aí deixa o aplicativo uma bagunça. As rotinas ficam se multiplicando e em horários que você nem colocou também. Está tudo bagunçado.,30,2020-05-10 19:42:31,Olá tudo bem? Por favor nos envie um email contato@rotinadivertida.com.br que iremos te ajudar a resolver este problema. Estamos trabalhando diariamente para melhorar o app e tenho certeza que com sua ajuda para encontrar esta falha vamos fazer um app melhor para ajudar mais famílias.,26e33080-8e90-48c5-ac77-a2f038616015
Flora Baumann,4,"Esse app é maravilhoso, só acho que poderia dar pra escrever o nome de uma nova atividade, só pode escolher entre as opções do app",1,2020-05-08 21:47:36,"Olá Flora tudo bem? É possível cadastrar novas tarefas entrando no admin, no botão  criar novas tarefas e tocando no botão + . Você pode por imagens próprias e nomes. Se tiver dúvidas nos manda um e-mail.",2bda167f-19dd-4e93-a362-02a4da54f65c
Graziele Lagares,5,"Muito bacana,",0,2020-05-05 17:39:00,,512686bd-5f3b-48f7-8f40-633711d586f7
Daniela Filomena Alves Castro,5,Prático e lúdico! Muito bom!,0,2020-05-05 11:29:39,,9ea2000d-ef8a-49c6-95e5-b1d944702041
wladimir aquino,5,Ótimo,0,2020-05-05 06:47:55,,aba28543-c8e2-4577-aee0-46b5d348366b
Lucivania Mangabeira,5,Maravilhoso,0,2020-05-05 04:00:48,,bae71316-0219-4f47-b35b-dac16353a74b
Desilusão Idiota,5,Maravilhoso tá me ajudando muito,0,2020-05-05 03:28:38,,db3ffaa5-8a25-46b2-b8c4-6830ed68e7f6
Guilherme Silva,5,Bom,0,2020-05-04 19:52:19,,eca378c3-e5bf-476c-ab26-213cc8a8e668
Mary,1,Muito ruim eu colocava meu cadastro ali so que nao ia esse app e muito absolutamente muito ruim,0,2020-05-04 16:13:42,"Boa noite Maria,
Uma pena que tenha tido uma experiência negativa com nosso app. Gostaríamos de te ajudar.
Poderia nos passar mais detalhes sobre o problema ocorrido? Em que momento o erro ocorre?",578defce-cc03-465a-aead-b5011e2f562a
Cris Pinheiro,5,Gostaria de outras figuras tipo terapia passar viajar,0,2020-05-01 09:16:08,,af7a2212-6229-4a9b-8bc5-7aebd89ddd01
Filipa Rosario,5,"Estamos a começar mas começa a ser uma perfeita ferramenta de antecipaçao, estabelecimento de rotinas e recompensas por bom desempenho. Obrigada ❤",7,2020-04-29 10:42:51,"Ficamos muito contentes em saber que a nossa ferramenta está sendo útil para antecipação, estabelecimento de rotinas e recompensas. Agradecemos o seu feedback e esperamos que continue tendo uma experiência positiva com o aplicativo. Estamos aqui para ajudar! Muito obrigado pelo seu carinho. ❤️",d3e4f0e0-2469-41cf-98e3-0d6dc13d31dd
Rhayane,3,Porque estão pedindo a senha do meu email??,0,2020-04-29 02:45:52,"Boa tarde Rhayane,
O aplicativo Rotina Divertida não solicita senha de nenhuma das suas contas pessoais.
Nosso cadastro é necessário para criar uma conta no aplicativo e você possa gerenciar os dados. Neste caso, você irá inserir uma nova senha para essa conta. 
Se você fizer o login com o Google ou Facebook não é necessário cadastrar senha.",ccd93766-6d9a-4b23-8ee2-91f9afe4f29b
Um usuário do Google,2,Nao prescisa,0,2020-04-28 02:27:22,Olá Maria tudo bem? Obrigado pela avaliação. Consegue nos passar mais detalhes do motivo da baixa avaliação? Estamos trabalhando para melhorar o aplicativo cada vez mais. Nosso objetivo é ajudar a vida das famílias com suas rotinas. Fico grato se conseguir nos ajudar e encontrar pontos de melhoria. Muito obrigado.,74bfb063-cd52-48f1-af2d-0756269e526c
Um usuário do Google,1,Gostaria de saber como faço para voltar para colocar nova rotina nos dias da semana. Pois quando fecho o aplicativo não consigo colocar novas rotinas.,1,2020-04-27 23:33:40,"Boa noite Anna,
Estamos aqui para te ajudar.
Manda um e-mail para phaneronsoft@gmail.com, por favor, detalhando o problema ocorrido. Por e-mail vai ser mais fácil te ajudar do que por aqui.
Fico no aguardo.",83e60b3d-69c2-4dca-aa2e-a15e66fc1469
Um usuário do Google,5,"App muito bom! Funcional, fácil de usar, cumpre a proposta. Da pra ver que foi feito por quem entende do assunto (quadros de rotina). Meu filho, que é autista, entendeu direitinho! 😄",28,2020-04-27 16:46:38,"Ficamos felizes em saber que o aplicativo atendeu às suas expectativas e que seu filho, conseguiu entender a utilização do mesmo. Nosso objetivo é oferecer uma ferramenta útil e acessível para ajudar na rotina diária das pessoas. Agradecemos por compartilhar sua experiência e por escolher o Rotina Divertida.",e80a0354-6091-4746-b5aa-0ed2b996a467
Um usuário do Google,5,Ótimo,0,2020-04-26 20:03:45,,03a6f561-526b-445e-9218-d77439f2482f
Um usuário do Google,5,Obg pelo app ajuda muito a vida das pessoas,0,2020-04-26 03:04:18,,1c467a7a-462b-4b1c-97fe-6bd6087c4f3b
Um usuário do Google,4,Eu gostei mas a gente demora demais pra colocar o nome mais eu me cadastro e daí eu não consigo criar tarefas Quero ajuda Ok,0,2020-04-25 22:17:16,,d54c6ffb-b260-45ec-9896-0d6c80b45fd0
Um usuário do Google,5,Foi legal mais guando fosse a hora de comer ou outra hora uma voz falasse oque vc deve fazer na quela hora entendeu,2,2020-04-25 02:39:22,,251de0b9-5ae8-4f94-ab0e-e687c8dc74aa
Um usuário do Google,5,Muito Legal,0,2020-04-24 16:52:22,,24785d21-d099-4d8e-afe7-5fab5a0f7788
Um usuário do Google,5,Amei muuuuuuto esse jogo,0,2020-04-24 16:32:53,,b8a9f02a-8e35-499f-a11f-c404129a2620
Um usuário do Google,5,Aparentemente parece muito bom.,0,2020-04-24 02:17:57,,6740d0fa-d1d8-49d7-a1b3-ce677bee4855
Um usuário do Google,5,Top,0,2020-04-23 19:19:59,,b2494f87-f7c2-4480-8b50-f3a09b9ace72
Um usuário do Google,3,Muito bacana a ideia. Gostei bastante.Porém a rotina deveria ter mais atividades.,4,2020-04-22 23:02:49,Olá Karlla tudo bem? É possível adicionar mais tarefas nas rotinas. Você pode criar suas próprias tarefas customizadas no menu administrativo. Se tiver dúvidas  envie um email que te ajudamos.,bb578022-ac05-4716-9cf3-2dc795cf9347
Um usuário do Google,5,Mt bom marca os horarios para tudo e noa alenbra mt bom,0,2020-04-22 22:32:10,,4dbe374b-72bd-4c4c-942b-0770762ba5fc
Um usuário do Google,4,Ótimo,0,2020-04-19 10:50:47,,f9ab05b3-2da3-49a8-bd3b-6e7eeaaeb244
Um usuário do Google,5,Amei,0,2020-04-18 14:57:37,Bom dia Julia é possível fazer a edição indo na parte administrativa no menu relatórios. Se tiver alguma dificuldade nos envie um email por favor. Obrigado.,57e9cc34-c007-4dbd-b1a8-a294901a8512
Um usuário do Google,5,Ótimo!!,0,2020-04-17 01:57:34,,1a9d7058-ae97-484c-a598-e2a0ca78daf4
Um usuário do Google,5,Ótima !!,0,2020-04-17 01:55:30,,1b98bdcd-31e3-4262-af65-107f4969f26e
Um usuário do Google,5,Adoramos a app está muito bem concebida e ajuda bastante neste momento de quarentena tão difícil 💕,2,2020-04-16 17:56:49,"Ficamos muito felizes em saber que vocês adoram o aplicativo e que ele está sendo útil, especialmente durante esse período desafiador de quarentena. Obrigado pelo seu feedback positivo e esperamos que continuem a aproveitar todas as vantagens do aplicativo. 💕😊🏡",f652c091-0731-48cd-a37d-4a589c7f92b9
Um usuário do Google,5,AMEI,0,2020-04-16 15:15:49,,bc02bafa-0286-446e-9a78-083a119df953
Um usuário do Google,5,Amei,0,2020-04-15 23:11:54,,c8a6ec3f-a33d-493b-baa0-4a2b6f016e6e
Um usuário do Google,5,"Maravilhoso esse app,a criança fica super motivada a concluir todas as tarefas.",2,2020-04-15 12:44:34,Ficamos muito felizes em saber que você achou o aplicativo maravilhoso e que ele está motivando a criança a concluir as tarefas. Essa é uma das metas principais do nosso app! Agradecemos pelo seu feedback positivo e esperamos que continuem a aproveitar todas as vantagens do aplicativo.,39cc0e65-a6d1-4faa-b322-4aa844c7e1fb
Um usuário do Google,5,Excelente aplicativo! Obrigado pelo trabalho de vocês!,2,2020-04-14 12:36:39,,f0b6d2f6-92df-46cb-b538-1387cf66c6fb
Um usuário do Google,5,Funciona de verdade foi muito bom o dia da minha filha ♥,0,2020-04-14 01:27:52,Olá Petronio. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,2a0bb524-6d44-4b8e-aa3b-3fb8216ae7a1
Um usuário do Google,5,Meu filho não tem autismo porém preciso criar uma rotina pra ele... Então esse App irá me ajudar muito♥️♥️,0,2020-04-14 00:53:26,Olá Jhessika. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,5cabd64f-8258-4285-ace2-4b0f32836f83
Um usuário do Google,5,Amei😊,0,2020-04-12 00:25:11,Olá Vanise. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,796a2eb1-1510-4284-bf89-47b8ae6aade3
Um usuário do Google,4,Eu achei bom e ótimo... mais ele trava muito não deixa entra mais eu amei 😘,0,2020-04-09 11:31:49,"Olá Dantiely. Consegue fazer um teste de desinstalar e instalar novamente? Consegue me dizer em qual tela ele trava?
Obrigado",76ac658b-b0f7-4a27-9214-1572813eb1d9
Um usuário do Google,5,Ótimo,0,2020-04-08 17:20:48,Olá Geise. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,4bae713d-0685-4de0-a4cc-b60d19a9e617
Um usuário do Google,5,Ola como eu uso os pecs? Nao tenho noçao de usar ele,0,2020-04-08 01:55:50,Olá Lucas. Melhor forma de uso é cadastrar todos os objetos e ações conhecidas pelo seu dependente no admin do app. E depois na visão do dependente ir apresentando os cartões. Quando ele tocar no cartão trazer o objeto para ele ou fazer a ação solicitada. Ideal começar com poucos cartões 3 ou 4 e ir aumentando.,2de675f8-362a-4706-83ad-17bc56d9c1c0
Um usuário do Google,4,Ótimo,0,2020-04-07 13:59:44,,39eec426-4cbb-417e-8e6a-2c65a37a04b7
Um usuário do Google,5,Super funcional. Amamos,0,2020-04-06 14:05:06,Olá Andreia. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,28191867-ffbf-4f3d-a755-eefbbbd628da
Um usuário do Google,5,O aplicativo é perfeito. Minha filha tem Autismo e ajuda a entender a rotina.,15,2020-04-05 10:42:08,Olá Michele. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,adc8ffda-aa18-4401-a9d1-1d8328ee9201
Um usuário do Google,3,Eu coloquei preencher automático e agora não consigo editar,1,2020-04-04 20:10:42,"Olá Nathalia. Para editar as tarefas tem que ir em Gerenciar rotinas no admin. Feche o app e abra novamente vai ter um botão com um cadeado. Entrando nele vai ter a opção de Gerenciar rotinas onde é possível ajustar os horários adicionar e remover tarefas. Att,",fef4b188-1cf9-4b71-89c7-0171c375a19b
Um usuário do Google,2,Crianças de 9 anos também podem mexer,0,2020-04-02 16:41:19,Olá Naiara tudo bem? Obrigado pela avaliação. Sim ele é para todas as idades. Consegue nos passar mais detalhes do motivo da baixa avaliação? Estamos trabalhando para melhorar o aplicativo cada vez mais. Nosso objetivo é ajudar a vida das famílias com suas rotinas. Fico grato se conseguir nos ajudar e encontrar pontos de melhoria. Muito obrigado.,e3e44e40-8fe6-4a02-b14c-2bbd39ca7b06
Um usuário do Google,5,É perfect para quem gosta de organizar seu tempo ♡,0,2020-04-01 22:46:59,Olá Bruna. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,f9232351-a70d-49e7-8f51-78a689f19c5c
Um usuário do Google,5,Pesquisar coisas para fazer na quarentena apeteceu muito bom recomendo,0,2020-04-01 00:53:53,Olá Vi. Muito obrigado pela avaliação. Caso tenha alguma sugestão de melhoria nos avise. Estamos trabalhando para melhorar o app cada vez mais e sugestões são muito bem vindas.,c63c324e-f9f9-4fb0-a411-c656f5ad0ab7
Um usuário do Google,4,"Muito bom, mas não tem som",0,2020-03-25 12:33:31,,a57af0a5-3209-4f4b-9929-dce36e44c5f2
Um usuário do Google,5,Foi muito bom para minha filha autista ela fica extremamente agitada sem rotina e esse app ajudou muito Parabéns aos desenvolvedores,1,2020-03-23 16:07:41,Olá Gisele. Ficamos muito felizes em ler sua resenha. Estamos trabalhando para melhorar o Rotina Divertida cada vez mais. Se tiver sugestões de melhorias nos avise que ficaremos felizes em ajudar. Muito obrigado.,c33d344a-1efe-4556-b90d-6f45fb2b45b2
Um usuário do Google,5,Gostei,0,2020-03-21 17:47:38,,2b6ea76a-b5d1-43f0-94f8-c2c33fc6ed2a
